rawText,ingredientMasterId
"6년근분말(가루, 과립)",586
"Bifidobacterium bifidum(100,000,000,000cfu이상)",541
"Bifidobacterium bifidum(50,000,000,000cfu)",541
"Bifidobacterium infantis분말(가루, 과립)(생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
"D-α-토코페롤(D-α-토코페롤 67.1%, 식물성유지(대두유 50%, 카놀라유 50%) 32.9%)",307
D-α-토코페롤유지(Oil),307
DHA오일(고시형),25
"DL-알파-토코페릴초산염(DL-알파-토코페릴초산염 50%, 변성전분 24.5%, 말토덱스트린 24.5%, 이산화규소 1%)",307
"Enterococcus faecium(100,000,000,000cfu)",541
KANEKA Q10,35
L-글루탐산발효 가바분말(기능성원료인정제2022-19호),40
Lacticaseibacillus casei,541
Lactiplantibacillus plantarum LMT1-48 프로바이오틱스(제2025-32호),57
"Lactobacillus acidophilus(300,000,000,000cfu이상)",541
Lactobacillus casei,541
Lactobacillus gasseri BNR17(기능성원료인정제2014-5호),63
Lactobacillus paracasei동결건조,541
Tonalin CLA TG,85
가공유지에스테르화유,25
"가르시니아캄보지아 추출물분말(가루, 과립)((-)-Hydroxycitric acid 60% 이상)",101
강황추출물(기능성원료인정제2014-2호),112
건조효모(망간),236
건조효모(몰리브덴),243
건조효모(비활성),90
"공액리놀레산(공액리놀레산 99.9%, 토코페롤 0.1%)",120
구기자추출물,123
구연산삼나트륨,586
글루코사민(고시형),139
글루코사민황산염분말,139
글루콘산칼슘,491
김치유산균추출분말,541
나토배양물,149
난각막분말(DEMⓇ)(제2023-35호),152
녹용유산균발효분말(제2025-45호),157
"니코틴산아미드분말(가루, 과립)",147
"다래추출물(Quinic acid 17mg/g, Citric acid 23.5mg/g)",161
"달맞이꽃종자 추출물분말(가루, 과립)",166
대두레시틴(인지질 100%),208
댕댕이나무열매추출분말(기능성원료인정제2019-19호),180
동충하초 주정추출물(기능성원료 인정 제2013-16호),192
두나리엘라추출혼합분말,277
두충우슬추출복합물(KGC08EA)(제2023-40호),194
라임카카오추출복합물(제2025-68호),199
락토바실러스 람노서스 생균 원말,548
락토바실러스 에시도필러스 분말,548
"락토바실루스 델브루에키 불가리쿠스 유산균{LACTOBACILLUS BULGARICUS의 생균으로 10,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 람노수스 유산균{LACTOBACILLUS RHAMNOSUS의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"락토바실루스 아시도필루스 유산균{LACTOBACILLUS ACIDOPHILUS의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"락토바실루스 카제이 유산균{LACTOBACILLUS CASEI의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"락토바실루스 카제이 유산균{LACTOBACILLUS PLANTARUM의 생균으로 200,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토코쿠스 락티스 유산균{LACTOCOCCUS LACTIS의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"레티닐 팔미트산염 혼합제제(레티닐팔미트산염 55.5%, 땅콩오일 43.5%, DL-알파-토코페롤 1%)",300
루바브뿌리 추출물(기능성원료인정제2019-6호),212
루바브뿌리추출물,212
루테인지아잔틴복합추출물,215
루테인추출물(추출액),214
마리골드꽃추출물(지아잔틴함유),232
매실추출물(구연산 330mg/g 이상),238
무수구연산,586
미역석류씨추출복합물(잔티젠)(제2013-10호),250
밀배유추출물,254
밀크씨슬(카르두스마리아누스)추출물추출물(추출액)분말(분말 추출물),258
바이오게르마늄 효모,263
발아발효콩추출물(제2022-8호),264
발효인삼추출물분말,435
보스웰리아추출물(제2024-15호),284
복분자 추출물(RE-20)(기능성원료인정제2021-2호),290
"분말비타민 A([비타민A함량 9.75%(분말비타민A 11.5%, DL-알파-토코페롤 1.5%, 말토덱스트린 47%, 아라비아검 20%, 옥수수전분 20%)])",307
블랙커민추출분말(BCS-001F®)(제2025-4호),296
"비타민 A 혼합제제분말(가루, 과립)",300
"비타민 A 혼합제제분말(가루, 과립)(레티닐아세트산염 11.5%, 말토덱스트린 47%, 옥수수전분 20%, 아라비아검 20%, 비타민E 1.5%)",300
"비타민 A분말(가루, 과립)",300
비타민 B1,301
"비타민 B1 혼합제제(글리세린지방산에스테르 66.7%, 비타민 B1질산염 33.3%)",301
"비타민 B1분말(가루, 과립)",301
"비타민 B1질산염분말(가루, 과립)",301
비타민 D2 혼합제제,306
"비타민 D3 혼합제제(비타민D3 0.25%, DL-알파-토코페롤 0.2%, 가공유지(팜유) 7.5%, 아라비아검 38%, 자당(설탕) 38%, 옥수수전분 15.55%, 이산화규소 0.5%)",306
"비타민 E 혼합제제(DL-α-토코페릴아세테이트50%, 변성식용전분24.5%, 말토덱스트린24.5%, 이산화규소1%)",307
"비타민 E 혼합제제(DL-알파-토코페릴초산염 50%, 변성전분 24.5%, 말토덱스트린 24.5%, 이산화규소 1%)",307
"비타민 E 혼합제제분말(가루, 과립)",307
"비타민 K 혼합제제 분말(가루, 과립)(비타민K1 5%, 수크로오스 5%, 아라비아검 90%)",308
비타민B1염산염(비타민B1 78%함유),301
비타민B2(리보플라빈),303
비타민B6염산염(비타민B6로서 82.0%),304
비타민D3(0.25%),306
"비티진효소 홍삼농축액분말(가루, 과립)",586
비피더스균분말(Bifidobacterium longum 100억 이상/g),544
비피도박테리움 롱굼 분말,548
뽕나무가지주정추출분말(제2021-15호),312
산수유추출물등복합물(리베스틴Ⓡ)(제2022-26호),319
상어연골추출물분말,245
상황버섯등 추출복합물(기능성원료인정제2019-8호),325
새싹보리추출물(RexcliverⓇ)(제2023-20호),327
"스트렙토코쿠스 써모필루스 유산균{STREPTOCOCCUS THERMOPHILUS의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량}",541
"스트렙토코쿠스 페슘 유산균{STREPTOCOCCUS FAECIUM의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
스피루리나속 조류(고시형),347
시클로덱스트린,586
식물혼합농축액,586
쌀발효추출물분말,226
아스코브산칼슘(고시형),305
알로에 겔농축액(농축물)분말(100:1),381
알로에 겔농축액(농축물)분말(200:1),381
"알로에 겔분말(가루, 과립)",381
알로에베라겔건조분말,381
어린도두꼬투리추출물,387
오메가3지방산농축유지,399
오미자·두충·구기자추출복합물(제2024-13호),400
와일드 망고 종자추출물(IGOB131)(기능성원료인정제2015-14호),380
"유단백가수분해물분말(가루, 과립)(분리우유단백)",418
유성 비타민A 지방산에스테르(비타민A 30%),300
"유청단백분말(가루, 과립)",163
유청단백지질추출물(제2023-30호),428
"유청칼슘(비소성, 칼슘 25%이상)",491
이눌린/치커리추출물,432
인삼(진세노사이드 Rg1과 Rb1의 합 2.4%),435
"인삼가수분해농축액(진세노사이드 Rg1 5 mg/g, Compound K 5 mg/g)",436
"인삼농축액(농축물)(인삼근 70%, 인삼미삼 30%)",435
저분자 피쉬 콜라겐 펩타이드 (Naticol® BPMG)(제2023-24호),448
"정제어유(EPA18%이상, DHA12%이상)",25
정제어유(EPA와 DHA의 합으로서 60%이상),25
젖산글루콘산칼슘,491
"차전자피분말(가루, 과립)(차전자피 식이섬유 함량 90%이상)",469
참당귀·녹용·황기 복합추출물(제2023-23호),475
천심련추출물(ParActinⓇ)(제2022-37호),481
"칼슘분말(가루, 과립)(패각칼슘)",491
코팅유산균,541
콘드로이친황산염(제2026-16호),494
콩발효추출물,498
크릴오일등복합물(FlexPro MDⓇ)(제2022-39호),504
"클로렐라분말(가루, 과립)",505
"키토산분말(가루, 과립)(글루코사민 80% 이상)",508
탈지분유,90
테아닌(테아닌 94%),514
파비플로라생강뿌리추출물,520
판토텐산,523
판토텐산칼슘(판토텐산 91%),523
포도블루베리추출혼합분말(제2019-30호),527
폴리코사놀-사탕수수왁스알코올(기능성원료인정제2006-4호),534
표고버섯균사체 AHCC,535
표고버섯균사체(추출물)(기능성원료인정제2009-3호),225
풋사과추출물 애플페논(Applephenon)(기능성원료인정제2020-9호),539
프로바이오틱스동결건조(Lactobacillus plantarum),541
프로폴리스추출물추출물(추출액),550
"피엘에이지(PLAG,1-palmitoyl-2-linoleoyl-3-acetyl-rac-glycerol)",556
해국추출물(제2022-36호),565
해바라기유,560
허니부쉬추출발효분말,568
헛개나무과병추출물(기능성원료인정제2014-1호),570
헤마토코쿠스추출물,572
헤마토코쿠스추출물분말(고시형),572
현미발효분말,226
홍삼농축액(고형분 65%이상),586
"홍삼농축액(농축물)(고형분 60%, 홍삼근:홍미삼= 70:30, 국산)",588
"홍삼농축액(농축물)(고형분함량 60%, 원료삼 배합비율: 홍삼근류 60%, 홍미삼류 40%)",588
"홍삼농축액(농축물)(원료삼배합비율: 홍삼근70%, 홍미삼30%)",588
"홍삼농축액(농축물)(진세노사이드 Rg1, Rb1 및 Rg3의 합 8mg/g)",588
홍삼농축액(농축물)(홍삼근:홍미삼=7:3),588
홍삼농축액(농축물)분말(-1),588
"홍삼농축액(농축물)분말(6년근)(홍삼농축액분말(진세노사이드 Rg1,Rb1 및 Rg3의 합)",588
"홍삼분말(가루, 과립)(진세노사이드 Rg1, Rb1 및 Rg3의 합 3mg/g, 원료삼배합비율 : 홍삼근류 70%, 홍삼미류 30%)",586
홍삼분말(진세노사이드 Rg1과 Rb1및 Rg3의 합 4mg/g),586
홍삼추출 농축액(농축추출물),586
홍삼추출농축액,586
홍삼혼합농축액,586
"황산망간분말(가루, 과립)",236
황산칼슘,491
"6년근농축액(농축물)(고형분60%이상, 진세노사이드 Rg1, Rb1 및 Rg3의 합 7mg/g)",586
"6년근농축액(농축물)(원료삼비율:홍삼근70%,홍미삼30% 고형분60%이상)",586
Akkermansia muciniphila EB-AMDK19 열처리배양건조물,3
Akkermansia muciniphila HB05 열처리배양건조물(HB05P),4
Akkermansia muciniphila HB05 열처리배양건조물(HB05P)(제2025-72호),4
B. breve IDCC 4401 열처리배양건조물(BBR®)(제2021-5호),5
BT-11원지추출분말(기능성원료 인정 제2009-12호),6
Bacillus coagulans Unique IS-2 프로바이오틱스,9
"Bifidobacterium animalis spp. lactis분말(가루, 과립)(의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량})",541
Bifidobacterium animalis ssp lactis분말,541
"Bifidobacterium animalis ssp. lactis분말(가루, 과립)(생균으로 300,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
"Bifidobacterium bifidum분말(가루, 과립)(450,000,000,000 cfu/g 이상)",541
"Bifidobacterium bifidum분말(가루, 과립)(생균으로 50,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
"Bifidobacterium breve(400,000,000,000cfu이상)",541
"Bifidobacterium breve분말(가루, 과립)(생균으로 50,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
"Bifidobacterium breve분말(가루, 과립)(의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량})",541
Bifidobacterium infantis동결건조,541
"Bifidobacterium infantis분말(가루, 과립)(생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Bifidobacterium longum분말(가루, 과립)(100,000,000,000 cfu/g 이상)",541
"Bifidobacterium longum분말(가루, 과립)(생균으로 50,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Bifidobacterium longum분말(가루, 과립)(생균으로 50,000,000,000개/g 이상, 희석제(옥수수전분) 적량)",541
"Bifidobacterium longum분말(가루, 과립)(의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량})",541
CLA FFA,16
CMO 함유 FAC(Fatty Acid Complex),20
CMO 함유 FAC(Fatty Acid Complex)(기능성원료인정제2014-26호),20
CaHMB(Calcium β-Hydroxy-β-methylbutyrate)(제2023-26호),22
"D-α-토코페롤(D-α-토코페롤 72.7%, 대두유 27.3%)",307
D-알파-토코페릴 에시드 호박산(고시형),307
D-토코페롤 혼합제제,307
"Enterococcus faecium분말(가루, 과립)(ENTEROCOCCUS FAECIUM의 생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Enterococcus faecium분말(가루, 과립)(생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"HK 나토배양물(나토배양물 79.4%, 난소화성말토덱스트린 19.8% 아가리쿠스버섯균사체엑기스 0.8%)",33
HK표고버섯균사체,34
L-카르니틴 타르트레이트,42
Lactiplantibacillus plantarum PBS067 등 프로바이오틱스 복합물(PBS),59
"Lactobacillus acidophilus(100,000,000,000cfu/g)",541
"Lactobacillus acidophilus분말(가루, 과립)(200,000,000,000 cfu/g 이상)",541
Lactobacillus bulgaricus(락토바실러스 불가리쿠스),541
"Lactobacillus casei분말(가루, 과립)",541
"Lactobacillus casei분말(가루, 과립)((5Χ10(10) CFU/g 이상))",541
Lactobacillus delbrueckii,541
Lactobacillus delbrueckii subsp. lactis CKDB001 프로바이오틱스,62
Lactobacillus fermentum동결건조,541
Lactobacillus gasseri BNR17,63
"Lactobacillus paracasei분말(가루, 과립)(생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Lactobacillus plantarum(100,000,000,000cfu/g)",541
"Lactobacillus plantarum(500,000,000,000cfu이상)",541
"Lactobacillus plantarum분말(가루, 과립)(Lactobacillus plantarum의 생균으로 200,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
"Lactobacillus rhamnosus분말(가루, 과립)((5Χ10(10) CFU/g 이상))",541
Lactobacillus(고시형),541
"Lactobacillus.delbrueckii spp. bulgaricus분말(가루, 과립)(생균으로 10,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
Lactococcus lactis,541
Lactococcus lactis subsp. lactis,541
"Lactococcus lactis분말(가루, 과립)(생균으로 100,000,000,000개/g 이상, 보호제 및 희석제 적량)",541
Latilactobacillus curvatus LB-P9 프로바이오틱스,67
Limosilactobacillus fermentum,541
"MR-10 민들레등복합추출물(Luteolin 0.06mg/g, Isoorientin 0.18mg/g)",71
"MSM(엠에스엠, 디메틸설폰)",389
N-아세틸글루코사민(95%이상),75
N-아세틸글루코사민분말,75
Opti-MSM,80
Rain Nutrience DistilPureTM MSM,82
"Streptococcus thermophilus분말(가루, 과립)(Streptococcus themrophilus의 생균으로 100, 000, 000, 000개/g 이상, 보호제 및 희석제 적량)",544
가르시니아 캄보지아 껍질추출물 60HCA,95
가르시니아캄보지아 추출물(60%),101
가르시니아캄보지아 추출물(총 HCA 60% 이상),101
"가르시니아캄보지아 추출물분말(가루, 과립)(60%이상)",101
가르시니아캄보지아껍질추출물-PE60,100
가르시니아캄보지아추출물분말(HCA60%이상),101
가수분해유청단백분말(WPH),163
"가수분해유청단백분말(가루, 과립)(단백질 80%이상)",163
가시오가피숙지황 복합추출물,103
가시오갈피 등 복합추출물,104
가오리연골분말,245
감마리놀렌산 함유 유지(보라지종자유),109
감초추출물(기능성원료인정제2014-4호),346
감태추출물,111
건조효모(1),90
건조효모(셀렌 0.1% 이상),90
고소애가수분해물,115
곤약감자추출분말,117
"공액리놀레산(홍화씨유 99.9%, D-토코페롤(혼합형) 0.1%)",307
구리,124
글루코사민,139
글루코사민염산염분말(글루코사민함량 80%이상),139
글루콘산망간,236
글루콘산망간(고시형),236
"글루콘산아연분말(가루, 과립)",378
글루콘산철,482
글루콘산칼슘(고시형),491
깻잎추출물(PF501),144
"나이아신분말(가루, 과립)",147
난백단백(함량 80%이상),163
난소화성말토덱스트린(식이섬유 85%),153
난소화성말토덱스트린(식이섬유 함량 85%),153
"단백질(난백파우더(난백액,생이스트,구연산))",163
대두레시틴유지(Oil)(인지질 60%),208
대두분리단백너겟,163
대두이소플라본(대두이소플라본 비배당체로서 187.5mg/g이상),175
"대두이소플라본(이소플라본 비배당체인 daidzein, genistein의 합으로 30%)",175
"대두이소플라본분말(가루, 과립)",175
대두추출물등 복합물(메노세라)(제2019-29호),178
대웅 코엔자임 Q10,179
덖음귤피추출분말(JRC),181
돌외잎주정추출분말(잎(엽))건조분말,186
동부테아닌,189
동우코엔자임Q10,190
동우코엔자임Q10(동우코엔자임Q10 - 98%)(제2007-14호),190
동충하초 주정추출물,192
두충추출고형분,268
"디메틸설폰(Methyl sulfonylmethane, MSM)(디메틸설폰 98% 이상)",197
"디메틸설폰(Methyl sulfonylmethane, MSM)분말(가루, 과립)(식물류의 리그닌)",197
디알파토코페롤,307
라피노스,200
락토바실러스 에시도필러스 생균 원말,548
락토바실러스 카제이 분말,548
락토바실러스 카제이 생균 원말,548
락토바실러스 플랜타룸 분말,548
락토바실러스 플랜타룸 생균 원말,548
"락토바실루스 람노수스 유산균{LACTOBACILLUS RHAMNOSUS의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분)}",541
"락토바실루스 아시도필루스 유산균{LACTOBACILLUS ACIDOPHILUS의 생균으로 150,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 카제이 유산균{LACTOBACILLUS CASEI의 생균으로 150,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 플란타룸 유산균{LACTOBACILLUS PLANTARUM의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분)}",541
"락토바실루스 플란타룸 유산균{LACTOBACILLUS PLANTARUM의 생균으로 200,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
"락토바실루스 플란타룸 유산균{LACTOBACILLUS PLANTRUM의 생균으로 100,000,000,000개/g  이상, 희석제(옥수수전분) 적량}",541
락티카제이바실러스 람노서스 아이디씨씨3201 열처리배양건조물(RHT3201®)(제2018-12호),48
레몬밤민들레추출복합물(LD100),205
"레티닐 팔미트산염 혼합제제(레티닐팔미트산염 55.5%, DL-알파-토코페롤 1%, 땅콩오일 43.5%)",300
"레티닐팔미트산염혼합제제{비타민A함량 30%(레티닐팔미트산염 55.5%, DL-알파-토코페롤 1%, 땅콩오일 43.5%)}",307
마늘,227
매실추출물(고시형),238
"맥류약엽분말(가루, 과립)",394
맥아구절초추출복합물,239
모로오렌지추출분말(Morosil®),240
모로오렌지추출분말(Morosil®)(제2025-25호),240
목천료추출분말,242
미쯔비시 코엔자임Q10,251
밀크씨슬 추출물(Milk Thistle Extract),257
밀크씨슬추출물(실리마린 50%),259
밀크씨슬추출물(실리마린 500 ㎎),259
발효굴추출물(FSO),265
발효식초석류복합물,267
배초향 추출물 (Agatri®),272
배초향·고지베리·무화과복합추출물,271
베타카로틴혼합분말,277
병풀추출분말,278
보스웰리아추출물,284
복분자추출분말,292
"분말비타민 A(말토덱스트린 47%, 옥수수전분 20%, 아라비아검 20%, 유성비타민에이지방산에스테르 11.5%, 디엘알파 토코페롤 1.5%)",300
"분말비타민 A분말(가루, 과립)",300
분말비타민A(비타민A 9.7%함유),300
"분말비타민A혼합제제(분말비타민A 11.5%, DL-알파-토코페롤 1.5%, 말토덱스트린 47%, 아라비아검 20%, 옥수수전분 20%)",300
"분말비타민A혼합제제(분말비타민A 11.5%, DL-알파-토코페롤 1.5%, 말토덱스트린 47%, 아라비아검 20%, 옥수수전분 20%)분",307
블랙라즈베리 추출물,294
블랙커민추출물(FJ),296
"비타민 A 혼합제제(레티닐아세트산염11.5, 말토덱스트린47, 옥수수전분20, 아라비아검20, DL-알파토코페롤1.5)",300
비타민 A 혼합제제(비타민A함량 30%),300
"비타민 B12 혼합제제(말토덱스트린 95.9%, 시트르산삼나트륨 3%, 구연산 1%, 비타민B12 0.1%)",302
비타민 B1염산염(결정성분말),301
비타민 B6 염산염(결정성분말),304
비타민 C(Ascorbyl Palmitate),305
비타민 C(L-아스코르빈산),305
비타민 C(비타민 C 100%),305
비타민 D,306
"비타민 D 혼합제제((비타민D3 0.25%, DL-알파-토코페롤 0.2%, 중쇄중성지방 7.5%, 아카시아 38%, 설탕 38%, 옥수수전분 16.05%))",307
"비타민 D3 혼합제제(비타민D 0.25%, DL-알파-토코페롤  0.2%,글리세린지방산에스테르7.5%,아카시아검38%, 자당38%,옥수수전분16.05% 계100%)",306
"비타민 D3 혼합제제(비타민D3 0.25%, DL-알파-토코페롤 0.2%, 가공유지 7.5%, 아라비아검 38%, 자당(설탕) 38%, 옥수수전분 15.55%, 이산화규소 0.5%)",306
"비타민 D3 혼합제제(비타민D3 0.25%, 아라비아검 38%, 자당 38%, 옥수수전분 15.55%, 가공유지 7.5%, 이산화규소 0.5%, 비타민E 0.2%)",306
"비타민 D3 혼합제제분말(가루, 과립)(DL-a-토코페롤0.2%,글리세린지방산에스테르7.5%,아라비아검38%,설탕38%옥수수전분16.05%)",307
"비타민 D3 혼합제제분말(가루, 과립)(비타민D3-0.25%,DL-a-토코페롤0.2%,글리세린지방산에스테르7.5%,아라비아검38%,설탕38%,옥수수전분)",307
비타민 E 혼합,307
"비타민 E 혼합제제(DL-a-토코페릴아세테이트50%,변성전분24.5%,말토덱스트린24.5%,이산화규소1%)",307
"비타민 E 혼합제제(디엘알파토코페릴아세테이트50, 변성전분24.5, 말토덱스트린24.5, 이산화규소1)",307
"비타민 E 혼합제제분말(가루, 과립)(DL-알파토코페릴아세테이트 50%, 변성전분 24.5%, 말토덱스트린 24.5%, 이산화규소 1.0%)",307
비타민 E(비타민E 67%),307
비타민A(9.75%),300
비타민B1(B1 질산염 - 30.64%),301
"비타민B12혼합분말(비타민B12 1%, 제이인산칼슘 99%)",302
비타민B1염산염(비타민B1으로서 78.0%),301
비타민B1질산염(비타민B1으로 80.76%),301
비타민B1질산염(비타민B1으로81.0 %),301
비타민B2(비타민B2 - 33.4%),303
비타민B2인산에스테르나트륨(비타민B2 79%),303
비타민B6(B6염산염 - 27.3%),304
비타민B6(염산염82%),304
비타민C(C- 99%),305
비타민C(L-아스코르빈산100%),305
비타민C(함량 100%),305
비타민C<비타민C 100%>(L-아스코르빈산),305
"비타민E(비타민E로서 67%, D-α-토코페롤)",307
비타민E[D-알파-토코페롤(비타민E-67%)],307
비타민E[E - 33.3%],307
비타민E유,307
"비피더스균(Bifidobacterium infantis, 1*10^9/g)",544
"비피더스균(Bifidobacterium longum, 1*10^9/g)",544
"비피도박테리움 롱굼 피더스균{BIFIDOBACTERIUM LONGUM의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",544
비피도박테리움 브레브 생균 원말,548
"비피도박테리움롱굼비피더스균[비피도박테리움롱굼비피더스균 2, 000, 000, 000 CFU/g이상:비피도박테리움롱굼비피더스균분말(50, 000, 000, 000/g이상) 4%, 식물성크림분말(물엿 60.999%, 팜유 34%, 카제인, 락토바실루스아시도필루스유산균[락토바실루스아시도필루스유산균 2, 000, 000, 000 CFU/g이상:락토바실루스아시도필루스유산균분말(100, 000, 000, 000/g 이상) 2%, 식물성크림분말(물엿 60.999%, 팜유 34%",544
빌베리주정추출물,311
빌베리추출물,310
산화아연(80%),378
산화아연(분말),378
석류효소처리추출물,333
세리포리아 락세라타 균사체 배양물(기능성원료인정제2018-5호),335
솔잎증류농축액,339
스쿠알렌,345
스쿠알렌(98%이상),345
스트렙토코커스  써모필러스 분말,548
"스트렙토코쿠스 써모필루스 유산균{STREPTOCOCCUS STHERMOPHILUS의 생균으로 100,000,000,000개/g 이상, 희석제(옥수수전분) 적량}",541
스페인감초추출물,346
식물스테롤,352
아마인,373
아쉬아간다추출물(Sensoril®)(제2024-30호),377
아연,378
아연(아연 - 80%),378
아연함유&#41,378
알로에 겔(알로에베라겔농축(200:1)분말),381
"알로에 겔분말(가루, 과립)(200:1분말, 총다당체 10%)",381
알로에겔(총다당체 12%),381
알로에겔농축동결건조분말,381
알로에겔추출물(고시형),381
알콕시글리세롤 함유 상어간유,383
에키네시아추출물,388
에키네시아추출물(제2024-3호),388
엔테로코커스 페슘 생균 원말,548
엠에스엠분말(디메틸설폰98%이상),389
연어이리추출물(PRP연어핵산)(기능성원료인정제2019-5호),390
연어코연골추출물,391
열처리녹차추출물(제2022-34호),393
"엽록소 함유 식물분말(가루, 과립)(밀순)",394
엽록소(고시형),394
엽산(결정성분말),395
영지버섯 자실체 추출물,396
오미자박추출물,401
오미자박추출물(제2025-30호),401
오미자추출물,403
"옥타코사놀분말(가루, 과립)(12%)",408
옥타코사놀함유유지(미강),408
옻나무 추출분말(기능성원료인정제2014-64호),411
요구르트향,586
원지추출분말(기능성원료인정제2009-12호),6
유단백농축분말,163
유산균 발효 다시마추출물발효 추출물 분말,541
"유산균 혼합(Lactobacillus acidophilus(1x10(10)cfu/g이상) 1%, Lactobacillus plantarum(1x10(10)cfu/g이상) 1.5%, Lactobacillus casei(1x10(10)cfu/g이상) 1%, Lactobacillus rhamnosus(1x10(10)cfu/g이상) 1%, Lactobacillus paracasei(1x10(10)cfu/g",544
"유산균(Lactobacillus casei, 1*10^9/g)",541
"유산균(Lactobacillus plantarum, 1*10^9/g)",541
유산균발효굴추출물(FGO),422
유산균발효대두분말,425
유산균복합물(AB-LIFE®),427
유청단백(함량 80%이상),163
유청단백지질추출물,428
유청칼슘(칼슘25%이상),491
유청칼슘(칼슘함량 25%),491
유청칼슘(칼슘함량 25%이상),491
"유청칼슘분말(가루, 과립)(우유 100%)",491
이눌린(고시형),432
인디안구스베리·새싹보리추출복합물(IB Complex)(제2025-40호),434
"인삼(뿌리)농축액(농축물)(고형분함량 60%, 원료삼 배합비율: 인삼근류 50%, 미삼류 50%)",435
인삼(진세노사이드 Rg1과 Rb1의 합 0.5%),435
인삼(진세노사이드 Rg1과 Rb1의 합 2.5%),435
인삼(진세노사이드 Rg1과 Rb1의 합 4mg/g),435
"인삼가수분해농축액(Compound K 5 ㎎/g, 진세노사이드 Rg1 5 ㎎/g)",436
"인삼가수분해농축액농축액(농축물)(진세노사이드 Rg1 5 mg/g, Compound K 5 mg/g)",436
"인삼농축액(농축물)(원료삼 배합비율: 인삼근류 50%, 미삼류 50%, 진세노사이드Rg1과 Rb1의 합 15mg/g)",435
인삼농축액(농축물)(인삼100%),435
"인삼농축액(농축물)(태극삼농축액(진세노사이드 Rg1과 Rb1의 합 13mg/g, 원료삼 배합비율 : 미삼류 70%, 인삼근류 30%))",435
인삼농축액(진세노사이드 Rg1과 Rb1의 합 4.4mg/g),435
"인삼분말(가루, 과립)",435
"인삼분말(가루, 과립)(인삼근류100%)",435
인삼분말(진세노사이드 Rg1과 Rb1의 합 4mg/g),435
자일로올리고당(xylooligosaccharide) 분말,442
저분자 피쉬 콜라겐 펩타이드 (Naticol® BPMG),448
저분자유청단백가수분해물,450
저분자콜라겐펩타이드(제2024-35호),452
전칠삼추출물 등 복합물,458
전호잎추출물(제2022-25호),459
"정제어유(EPA 18%, DHA 12%)",25
정제어유(EPA와 DHA의 합 55% 이상),25
"정제어유(정제어유 99.9%, 비타민E 0.1%)",25
제이인산칼륨,490
조류베타카로틴(카로틴1%함유),277
조류추출베타카로틴(베타카로틴30%이상함유),277
지초추출물(기능성원료인정제2010-59호),466
참당귀추출고형분,268
창녕양파추출액,478
창녕양파추출액(기능성원료인정제2016-11호),478
청호추출분말(리베라템),484
추출들깨유,560
카제인가수분해물,487
코엔자임 Q10(코엔자임Q10 98% 이상),493
콘드로이친 황산염(제2020-1호),494
콘드로이친황산염,494
콜레우스포스콜리추출물(기능성원료인정제2009-47호),495
크랜베리 추출물,499
크랜베리 추출물(Cran-Max)(총안토시아노사이드 2.5mg/g),499
크레아틴(기능성원료 인정 제2007-13호),500
큰달맞이꽃씨앗,560
클로렐라 원말(엽록소 25mg/g),505
"키토산(키토산 92.5%, 호박산 7.5%)",506
키토올리고당,508
탈지달맞이꽃종자주정추출물,512
"태극삼농축액(농축물)(고형분함량 70%, 원료삼 배합비율: 태극삼근류 70%, 미삼류 30%)",435
털부처꽃추출물(제2024-37호),513
토마토추출물(all-trans)-lycopene 60mg/g),517
토치대두발효추출물,518
티아이소크라이시스루테아분말(제2025-9호),519
파크랜크랜베리분말,522
판토텐산칼슘(판토텐산 92%),523
